id,source,original_text,type
378,IA_10.pdf_p11,How does a Part-Of-Speech tagger work?,narrative
379,IA_10.pdf_p11,Identify lexical tokens: The/students/are/learning/.,narrative
380,IA_10.pdf_p11,Identify lemmas: The/student-s/be-are/learn-ing/.,narrative
381,IA_10.pdf_p11,Use a lexicon and match unambiguous lemmas: D-The/student-s/V-be-are/learn-ing/P-.,narrative
382,IA_10.pdf_p11,Use a language model to disambiguate the rest: D N V V P 250 D V V V P 18 D A V AV P 5,narrative
384,IA_10.pdf_p12,"“Time flies like an arrow.” “Will, will Will will Will Will's will?”",narrative
385,IA_10.pdf_p13,"Text analysis: syntactic level Syntax: syn - together, taxis - arrange Identify sentences/ discourse units.",narrative
386,IA_10.pdf_p13,Find the roles of words in a sentence.,narrative
387,IA_10.pdf_p13,"(subject, predicate, complement,...) Find syntactic relations between words.",narrative
388,IA_10.pdf_p13,"(Noun Phrase, Anaphora, direct object,...) Further reading Example",narrative
389,IA_10.pdf_p13,Text analysis is syntactic level,diagram_extracted
390,IA_10.pdf_p13,"Syntax is syn - together, taxis - arrange",diagram_extracted
392,IA_10.pdf_p14,“Time flies like an arrow.” “We saw her duck.” “I saw the man on the hill with a telescope.”,narrative
393,IA_10.pdf_p15,Text analysis: semantic level Semantic: semantikos - significant Associate meanings to words which have them.,narrative
394,IA_10.pdf_p15,"(substantives, verbs, adjectives and adverbs) Word Sense Disambiguation: What are the possible senses of a word?",narrative
395,IA_10.pdf_p15,Is there a correct sense?,narrative
396,IA_10.pdf_p15,Text analysis is semantic level,diagram_extracted
397,IA_10.pdf_p15,Semantic is semantikos - significant,diagram_extracted
399,IA_10.pdf_p16,“He’s mad.” “You’re done.” “We are far from each other.”,narrative
400,IA_10.pdf_p17,"Text analysis: discourse level Discourse: discursus - running around, going over something What is the underlying structure of a text?",narrative
401,IA_10.pdf_p17,Several representations: - Rhetorical structure theory - Centering theory - Veins theory,narrative
402,IA_10.pdf_p17,Text analysis is discourse level,diagram_extracted
403,IA_10.pdf_p17,"Discourse is discursus - running around, going over something",diagram_extracted
404,IA_10.pdf_p18,Text analysis: pragmatic level Pragmatics: pragmatikos - fit for social activity Context matters even for written text.,narrative
405,IA_10.pdf_p18,You have to identify the target of the message.,narrative
406,IA_10.pdf_p18,"“Alexa, play a song.” Punctuation matters: “I like to eat my family and my cat” Prosody: tone and intonation matters.",narrative
407,IA_10.pdf_p18,Text analysis is pragmatic level,diagram_extracted
408,IA_10.pdf_p18,Pragmatics is pragmatikos - fit for social activity,diagram_extracted
409,IA_10.pdf_p18,Prosody is tone and intonation matters.,diagram_extracted
410,IA_10.pdf_p19,"Text generation: I have knowledge, how do I communicate it?",narrative
411,IA_10.pdf_p19,Generally done by applying templates to knowledge.,narrative
412,IA_10.pdf_p19,I have ?x ?y.,narrative
413,IA_10.pdf_p19,Quantity Type 20 apples Often uses language models to determine most likely word to be used in the context.,narrative
414,IA_10.pdf_p19,"have possess apples 180 5 frequency Overview Example systems: RosaeNLG, SimpleNLG",narrative
415,IA_10.pdf_p19,"Text generation is I have knowledge, how do I communicate it?",diagram_extracted
416,IA_10.pdf_p19,"Example systems is RosaeNLG, SimpleNLG",diagram_extracted
417,IA_10.pdf_p20,"Brief history of conversational agents: 50s to 70s - templates and regular expressions <aiml version=""1.0.1"" encoding = ""UTF-8""?> <category> <pattern> HELLO ALICE </pattern> <template> Hello User </template> </category> </aiml>",narrative
418,IA_10.pdf_p21,Brief history of conversational agents: 80s to 2000s - language models and Markov chains,narrative
419,IA_10.pdf_p22,Brief history of conversational agents: Current state-of-the-art - Transformers and Reinforcement Learning,narrative
420,IA_10.pdf_p23,Speech to text: what is that human speaking?,narrative
421,IA_10.pdf_p23,"We use sounds, not words or letters.",narrative
422,IA_10.pdf_p23,Phonemes: sounds forming words.,narrative
423,IA_10.pdf_p23,I teach Artificial Intelligence.,narrative
424,IA_10.pdf_p23,aɪ tiːʧ ˌɑːtɪˈfɪʃ(ə)l ɪnˈtɛlɪʤəns.,narrative
425,IA_10.pdf_p23,44 phonemes for English International Phonetic Alphabet Phonetic keyboard,narrative
426,IA_10.pdf_p23,Speech to text is what is that human speaking?,diagram_extracted
427,IA_10.pdf_p23,Phonemes is sounds forming words.,diagram_extracted
428,IA_10.pdf_p25,"Speech to text and reverse Phonemes to words r eh k ao g n ay z s p iy ch ""recognize speech"" r eh k ay n ay s b iy ch ""wreck a nice beach"" Language models 60k words - 216 trillion possible sets of 3 words IBM Watson STT DeepSpeech Google Assistant",narrative
429,IA_10.pdf_p26,Multimodal NLP: how else can I communicate?,narrative
430,IA_10.pdf_p26,Using sign language: Google’s MediaPipe Demo for Amazon Echo Let’s TalkSign Lip reading Deep Lip Reading Google’s DeepMind Demo Handwriting recognition Overview,narrative
431,IA_10.pdf_p26,Multimodal NLP is how else can I communicate?,diagram_extracted
432,IA_10.pdf_p27,NLP resources CLARIN VLO LRE Map Linguistic Data Consortium General Architecture for Text Engineering (GATE) Apache UIMA,narrative
433,IA_4.pdf_p1,Constraint Satisfaction Problems AI 2025/2026,narrative
434,IA_4.pdf_p2,"Content Introduction Backtracking search for CSPs Improving search The structure of the constraint graph Local search for CSPs FII,UAIC Lecture4 AI2025/2026 2/60",narrative
435,IA_4.pdf_p3,"Constraint satisfaction problems (CSPs) Constraint satisfaction problems (CSPs) ▶ Are defined by variables X with values from domain D , and a set of i i constraints specifying allowable combinations of values for subsets of variables ▶ An assignment is consistent if it does not violate any of the constraints.",narrative
436,IA_4.pdf_p3,An assignment is complete if it includes all variables.,narrative
437,IA_4.pdf_p3,Solution: a complete assignment of values to variables s.t.,narrative
438,IA_4.pdf_p3,all constraints are satisfied.,narrative
439,IA_4.pdf_p3,"▶ general-purpose algorithms, more powerful than standard search algorithms ▶ MaxCSP: maximize the number of satisfied constraints FII,UAIC Lecture4 AI2025/2026 3/60",narrative
440,IA_4.pdf_p3,Solution is a complete assignment of values to variables s.t. all,diagram_extracted
441,IA_4.pdf_p3,MaxCSP is maximize the number of satisfied constraints,diagram_extracted
442,IA_4.pdf_p4,"Example: Map-Coloring Variables: WA, NT, Q, NSW, V, SA, T Domains: D = {red,green,blue} i Constraints: adjacent regions must have different colors e.g., WA ̸= NT (if the language allows), or (WA,NT) ∈ {(red,green),(red,blue),(green,red),(green,blue),...} FII,UAIC Lecture4 AI2025/2026 4/60",narrative
443,IA_4.pdf_p4,Example is Map-Coloring,diagram_extracted
444,IA_4.pdf_p4,"Variables is WA, NT, Q, NSW, V, SA, T",diagram_extracted
445,IA_4.pdf_p4,"Domains is D = {red,green,blue}",diagram_extracted
446,IA_4.pdf_p4,Constraints is adjacent regions must have different colors,diagram_extracted
447,IA_4.pdf_p5,Example: Map-Coloring Solutions are assignments satisfying all constraints.,narrative
448,IA_4.pdf_p5,"{WA = red,NT = green,Q = red,NSW = green,V = red,SA = blue,T = green} FII,UAIC Lecture4 AI2025/2026 5/60",narrative
450,IA_4.pdf_p6,"Example: N-Queens 1st Model: Variables: X ij Domains: {0,1} (cid:80) Constraints X = N i,j ij ∀i,j,k (x ,x ) ∈ {(0,0),(0,1),(1,0)} ij ik ∀i,j,k (x ,x ) ∈ {(0,0),(0,1),(1,0)} ij kj ∀i,j,k (x ,x ) ∈ {(0,0),(0,1),(1,0)} ij i+k,j+k ∀i,j,k (x ,x ) ∈ {(0,0),(0,1),(1,0)} ij i+k,j−k FII,UAIC Lecture4 AI2025/2026 6/60",narrative
451,IA_4.pdf_p6,Example is N-Queens,diagram_extracted
452,IA_4.pdf_p6,"Domains is {0,1}",diagram_extracted
453,IA_4.pdf_p6,(cid is 80),diagram_extracted
454,IA_4.pdf_p7,"Example: N-Queens 2nd Model: Variables: Q k Domains: {1,2,3,...,N} Constraints Implicit: ∀i,j non−threatening(Q ,Q ) i j Explicit: (Q ,Q ) ∈ {(1,3),(1,4),...}... 1 2 FII,UAIC Lecture4 AI2025/2026 7/60",narrative
456,IA_4.pdf_p7,"Domains is {1,2,3,...,N}",diagram_extracted
457,IA_4.pdf_p7,"Implicit is ∀i,j non−threatening(Q ,Q )",diagram_extracted
458,IA_4.pdf_p7,"Explicit is (Q ,Q ) ∈ {(1,3),(1,4),...}...",diagram_extracted
459,IA_4.pdf_p8,"Example: Sudoku Variables: x ∈ {1,...,9} =: N (the values in the corresponding cells); ij Pairwise inequality constraints: all values in a row, column, subsquare are different x ̸= x ∀k ̸= i,j ∈ N,(rows) ij ik x ̸= x ∀k ̸= i,j ∈ N,(columns) ij kj x ̸= x ∀(i ,j ) ̸= (i ,j ) ∈ C ,∀i,j ∈ N′,(subsquares) i1j1 i2j2 1 1 2 2 ij x ∈ N ∀i,j ∈ N ij C = {(3(i −1)+i′,3(j −1)+j′)|(i′,j′) ∈ N′xN′} ij Use the global alldifferent constraint for a more powerful formulation: alldifferent(x |j ∈ N) ∀i ∈ N,(rows) ij alldifferent(x |i ∈ N) ∀j ∈ N,(columns) ij alldifferent(C ) ∀i,j ∈ N′,(subsquares) ij x ∈ N ∀i,j ∈ N i,j FII,UAIC Lecture4 AI2025/2026 8/60",narrative
460,IA_4.pdf_p8,Example is Sudoku,diagram_extracted
461,IA_4.pdf_p8,"Variables is x ∈ {1,...,9} =: N (the values in the corresponding cells);",diagram_extracted
462,IA_4.pdf_p8,"Pairwise inequality constraints is all values in a row, column, subsquare are",diagram_extracted
463,IA_4.pdf_p9,"Example: Cryptarithmetic puzzle Variables: F T U W R O X X X 1 2 3 Domains: {0,1,2,3,4,5,6,7,8,9} Constraints: alldiff(F,T,U,W,R,O) O +O = R +10·X , etc.",narrative
464,IA_4.pdf_p9,"1 FII,UAIC Lecture4 AI2025/2026 9/60",narrative
465,IA_4.pdf_p9,Example is Cryptarithmetic puzzle,diagram_extracted
466,IA_4.pdf_p9,Variables is F T U W R O X X X,diagram_extracted
467,IA_4.pdf_p9,"Domains is {0,1,2,3,4,5,6,7,8,9}",diagram_extracted
468,IA_4.pdf_p10,"Example: Job-shop scheduling Scheduling the assembly of a car: ▶ Tasks: install axles (front, back), affix wheels, tighten nuts for each wheel, affix hubcaps, and inspect the final assembly Model each task as a variable, the value is the time the task starts (minutes) X = {Axle ,Axle ,Wheel ,Wheel ,Wheel ,Wheel , F B RF LF RB LB Nuts ,Nuts ,Nuts ,Nuts ,Cap ,Cap ,Cap ,Cap ,Inspect} RF LF RB LB RF LF RB LB ▶ Constraints: ▶ a task must occur before another (a wheel must be installed before the hubcap) T +d ≤T (T must start before T ) 1 1 2 1 2 ▶ a task takes a certain amount of time to complete FII,UAIC Lecture4 AI2025/2026 10/60",narrative
469,IA_4.pdf_p10,Example is Job-shop scheduling,diagram_extracted
470,IA_4.pdf_p10,"Tasks is install axles (front, back), affix wheels, tighten nuts for each",diagram_extracted
471,IA_4.pdf_p11,Example: Job-shop scheduling Scheduling the assembly of a car.,narrative
472,IA_4.pdf_p11,"Constraints: ▶ The axles have to be in place before the wheels are put on Axle +10 ≤ Wheel F RF ▶ After affixing the wheel, then tighten the nuts, and attach the hubcap Wheel +1 ≤ Nuts ; Nuts +2 ≤ Cap RF RF RF RF ▶ To put the axle in place, share one tool (Axle , Axle must not F B overlap) (Axle +10 ≤ Axle ) or (Axle +10 ≤ Axle ) F B B F ▶ Inspection comes last and takes 3 minutes X +d ≤ Inspect X ▶ The assembly must be done in 30 minutes D = {1,2,3,...,27} FII,UAIC Lecture4 AI2025/2026 11/60",narrative
474,IA_4.pdf_p12,"Example: timetable scheduling Scheduling the timetable for teachers and students ▶ Teachers, courses, classes, classrooms, time intervals A teacher teaches certain courses A course is given to certain classes ▶ Constraints: ▶ two courses of the same class cannot be scheduled at the same time ▶ a teacher prefers some time intervals, etc.",narrative
475,IA_4.pdf_p12,"FII,UAIC Lecture4 AI2025/2026 12/60",narrative
476,IA_4.pdf_p12,Example is timetable scheduling,diagram_extracted
477,IA_4.pdf_p13,"Example: timetable scheduling Sets: t ∈ T time, r ∈ R rooms, c ∈ C courses, s ∈ S students, (c ,c ) ∈ SA: c , c cannot overlap (the same teacher), z the courses i j i j s assigned to group s ▶ Variabiles: x = t course c is scheduled at t c y = r course c takes place in r c ▶ Constraints: ▶ x =t, for c ∈C, ... c ▶ two courses cannot be held at the same time (same teacher) If x =t and (c ,c )∈SA then x ̸=t if overlap(t ,t ) c1 1 1 2 c2 2 1 2 ▶ two courses assigned to the same group of students cannot take place at the same time If z =c and z =c and x =t then x ̸=t if overlap(t ,t ) s 1 s 2 c1 1 c2 2 1 2 ▶ two courses cannot be scheduled at the same time in the same room If (x =t )(x =t )(y =r ) then y ̸=r if overlap(t ,t ) c1 1 c2 2 c1 1 c2 1 1 2 FII,UAIC Lecture4 AI2025/2026 13/60",narrative
479,IA_4.pdf_p13,"Sets is t ∈ T time, r ∈ R rooms, c ∈ C courses, s ∈ S students,",diagram_extracted
480,IA_4.pdf_p13,"(c ,c ) ∈ SA is c , c cannot overlap (the same teacher), z the courses",diagram_extracted
481,IA_4.pdf_p13,Variabiles is x = t course c is scheduled at t,diagram_extracted
482,IA_4.pdf_p14,"Real-world CSPs ▶ Staff scheduling/nurse rostering problems ▶ Transportation scheduling, Factory scheduling, Floorplanning, etc.",narrative
483,IA_4.pdf_p14,"▶ Meeting scheduling ▶ Assignment problems (who teaches, at what class) ▶ Hardware configuration, etc.",narrative
484,IA_4.pdf_p14,"Notice that many real-world problems involve real-valued variables https://www.csplib.org/Problems/ FII,UAIC Lecture4 AI2025/2026 14/60",narrative
485,IA_4.pdf_p14,https is //www.csplib.org/Problems/,diagram_extracted
486,IA_4.pdf_p15,"Varieties of CSPs ▶ Discrete variables (finite domains: size d =⇒ O(dn) complete assignments and infinite domains), continuous variables ▶ Constraints ▶ Unary: involve a single variable ex: SA̸=green ▶ Binary: involve pairs of variables ex: SA̸=WA Binary CSP: each constraint relates at most two variables ▶ Higher-order: involve 3 or more variables ex: cryptarithmetic column constraints ▶ Preferences (soft constraints), e.g., red is better than green often representable by a cost for each variable assignment → constrained optimization problems FII,UAIC Lecture4 AI2025/2026 15/60",narrative
487,IA_4.pdf_p15,Discrete variables (finite domains is size d =⇒ O(dn) complete,diagram_extracted
488,IA_4.pdf_p15,Unary is involve a single variable,diagram_extracted
489,IA_4.pdf_p15,Binary is involve pairs of variables,diagram_extracted
490,IA_4.pdf_p15,Binary CSP is each constraint relates at most two variables,diagram_extracted
491,IA_4.pdf_p15,Higher-order is involve 3 or more variables,diagram_extracted
492,IA_4.pdf_p16,"Constraint graph Constraint graph: nodes are variables, arcs show constraints General-purpose CSP algorithms use the graph structure to speed up search (e.g., Tasmania is an independent subproblem!)",narrative
493,IA_4.pdf_p16,"FII,UAIC Lecture4 AI2025/2026 16/60",narrative
494,IA_4.pdf_p16,"Constraint graph is nodes are variables, arcs show constraints",diagram_extracted
495,IA_4.pdf_p17,"Content Introduction Backtracking search for CSPs Improving search The structure of the constraint graph Local search for CSPs FII,UAIC Lecture4 AI2025/2026 17/60",narrative
496,IA_4.pdf_p18,Standard search formulation (incremental) The straightforward approach: States are defined by the values assigned so far.,narrative
497,IA_4.pdf_p18,"▶ Initial state: the empty assignment, ∅ ▶ Successor function: assign a value to an unassigned variable ▶ Goal test: the current assignment is complete FII,UAIC Lecture4 AI2025/2026 18/60",narrative
498,IA_4.pdf_p18,"Initial state is the empty assignment, ∅",diagram_extracted
499,IA_4.pdf_p18,Successor function is assign a value to an unassigned variable,diagram_extracted
500,IA_4.pdf_p18,Goal test is the current assignment is complete,diagram_extracted
501,IA_4.pdf_p19,"Standard formulation (incremental search) ▶ Solutions are at depth n (n variables assigned) =⇒ use Depth-first search ▶ The branching factor is b = (n−ℓ)d at depth ℓ, hence n!dn leaves, dn possible assignments FII,UAIC Lecture4 AI2025/2026 19/60",narrative
502,IA_4.pdf_p20,"Backtracking search Variable assignments are commutative, i.e., [WA = red then NT = green] same as [NT = green then WA = red] At each node, consider the assignment to a single variable (does not conflict with the current assignment) =⇒ b = d and there are dn leaves Depth-first search for CSPs with single-variable assignments: backtracking search.",narrative
503,IA_4.pdf_p20,Backtracking is the basic uninformed algorithm for CSPs.,narrative
504,IA_4.pdf_p20,"FII,UAIC Lecture4 AI2025/2026 20/60",narrative
505,IA_4.pdf_p20,Depth-first search for CSPs with single-variable assignments is backtracking,diagram_extracted
506,IA_4.pdf_p21,"Backtracking example When a node is expanded, each subsequent state is checked for consistency before being added.",narrative
507,IA_4.pdf_p21,"FII,UAIC Lecture4 AI2025/2026 21/60",narrative
508,IA_4.pdf_p22,Backtracking search Backtracking = DFS + variable-ordering + fail-on-violation Can solve n-queens for n ≈ 25.,narrative
509,IA_4.pdf_p22,"FII,UAIC Lecture4 AI2025/2026 22/60",narrative
510,IA_4.pdf_p23,"Content Introduction Backtracking search for CSPs Improving search The structure of the constraint graph Local search for CSPs FII,UAIC Lecture4 AI2025/2026 23/60",narrative
511,IA_4.pdf_p24,Improving backtracking efficiency 1.,narrative
512,IA_4.pdf_p24,Which variable should be assigned next?,narrative
513,IA_4.pdf_p24,In what order should the values be verified?,narrative
514,IA_4.pdf_p24,Can the inevitable failure be detected earlier?,narrative
515,IA_4.pdf_p24,Can we take advantage of the problem structure?,narrative
516,IA_4.pdf_p24,"FII,UAIC Lecture4 AI2025/2026 24/60",narrative
517,IA_4.pdf_p25,"Minimum remaining values Minimum remaining values (MRV): choose the variable with the fewest legal values (most constrained variable) ”Fail-first” heuristic FII,UAIC Lecture4 AI2025/2026 25/60",narrative
518,IA_4.pdf_p25,Minimum remaining values (MRV) is choose the variable with the fewest,diagram_extracted
519,IA_4.pdf_p26,Least constraining value Least constraining value: choose the least constraining value (the one that rules out the fewest values in the remaining variables) Example: what value should we choose for Q?,narrative
520,IA_4.pdf_p26,Combining these heuristics makes 1000-queens feasible.,narrative
521,IA_4.pdf_p26,"FII,UAIC Lecture4 AI2025/2026 26/60",narrative
522,IA_4.pdf_p26,Least constraining value is choose the least constraining value,diagram_extracted
523,IA_4.pdf_p26,Example is what value should we choose for Q?,diagram_extracted
524,IA_4.pdf_p27,"Questionnaire FII,UAIC Lecture4 AI2025/2026 27/60",narrative
525,IA_4.pdf_p28,"Questionnaire FII,UAIC Lecture4 AI2025/2026 28/60",narrative
526,IA_4.pdf_p29,"Forward checking Idea: update the domain of unassigned variables (when a node is expanded, eliminate values from unassigned variables which are connected with that node) FII,UAIC Lecture4 AI2025/2026 29/60",narrative
527,IA_4.pdf_p29,Idea is update the domain of unassigned variables (when a node is,diagram_extracted
528,IA_4.pdf_p30,"Forward checking Idea: update the domain of unassigned variables (when a node is expanded, eliminate values from unassigned variables which are connected with that node) FII,UAIC Lecture4 AI2025/2026 30/60",narrative
530,IA_4.pdf_p31,"Forward checking Idea: update the domain of unassigned variables (when a node is expanded, eliminate values from unassigned variables which are connected with that node) FII,UAIC Lecture4 AI2025/2026 31/60",narrative
532,IA_4.pdf_p32,"Forward checking Idea: update the domain of unassigned variables (when a node is expanded, eliminate values from unassigned variables which are connected with that node) FII,UAIC Lecture4 AI2025/2026 32/60",narrative
534,IA_4.pdf_p33,"Forward checking FII,UAIC Lecture4 AI2025/2026 33/60",narrative
535,IA_4.pdf_p34,"Generalized look ahead FII,UAIC Lecture4 AI2025/2026 34/60",narrative
536,IA_4.pdf_p35,"Constraint propagation Forward checking propagates information from assigned to unassigned variables, but doesn’t provide early detection for all failures: NT and SA cannot both be blue!",narrative
537,IA_4.pdf_p35,There is no propagation between unassigned variables!,narrative
538,IA_4.pdf_p35,"FII,UAIC Lecture4 AI2025/2026 35/60",narrative
539,IA_4.pdf_p36,"Arc consistency Arc consistency: simplest form of propagation, makes each arc consistent.",narrative
540,IA_4.pdf_p36,"X → Y is consistent iff for every value x of X there is some allowed y of Y FII,UAIC Lecture4 AI2025/2026 36/60",narrative
541,IA_4.pdf_p36,"Arc consistency is simplest form of propagation, makes each arc consistent.",diagram_extracted
543,IA_4.pdf_p37,"X → Y is consistent iff for every value x of X there is some allowed y of Y FII,UAIC Lecture4 AI2025/2026 37/60",narrative
546,IA_4.pdf_p38,"X → Y is consistent iff for every value x of X there is some allowed y of Y If X loses a value, neighbors of X need to be rechecked.",narrative
547,IA_4.pdf_p38,"FII,UAIC Lecture4 AI2025/2026 38/60",narrative
550,IA_4.pdf_p39,"X → Y is consistent iff for every value x of X there is some allowed y If X loses a value, neighbors of X need to be rechecked.",narrative
551,IA_4.pdf_p39,Arc consistency detects failure earlier than forward checking.,narrative
552,IA_4.pdf_p39,Can be run as a preprocessing step or after each assignment.,narrative
553,IA_4.pdf_p39,"FII,UAIC Lecture4 AI2025/2026 39/60",narrative
555,IA_4.pdf_p40,"Arc consistency algorithm O(n2d3), can be reduced to O(n2d2) FII,UAIC Lecture4 AI2025/2026 40/60",narrative
556,IA_4.pdf_p41,"Constraint propagation ▶ 3-consistent (Path consistency), k-consistency k-consistency: any consistent assignment of k −1 variables can be extended to an instantiation of k variables If a CSP with n variables is n-consistent, then there is no need for backtracking.",narrative
557,IA_4.pdf_p41,"▶ A large usage of constraint propagation techniques implies an increase in CPU time ▶ a tradeoff between pruning and searching; if pruning takes longer than searching, it is not worth it FII,UAIC Lecture4 AI2025/2026 41/60",narrative
558,IA_4.pdf_p41,k-consistency is any consistent assignment of k −1 variables can be,diagram_extracted
559,IA_4.pdf_p42,"Conflict-Directed Backjumping (CBJ) ▶ Backtracking: backtracks to the first point where a variable can be assigned a new value ▶ it backs up ONE level in the search tree at a time ▶ When we hit a dead end due to an inconsistency, we can try and deduce the reason for the problem ▶ rather than backing up one level in the search tree, we can try to go directly to one of the variables that caused the problem FII,UAIC Lecture4 AI2025/2026 42/60",narrative
560,IA_4.pdf_p42,Backtracking is backtracks to the first point where a variable can be,diagram_extracted
561,IA_4.pdf_p43,Conflict-Directed Backjumping ▶ Idea: Maintain a CONFLICT SET for every variable (updated as we assign values to variables) ▶ Assume we are setting X .,narrative
562,IA_4.pdf_p43,The CONFLICT SET for X is the set of i i PREVIOUSLY ASSIGNED VARIABLES connected to X by a i constraint.,narrative
563,IA_4.pdf_p43,"▶ When no assignment is found for the current variable X , i BACKJUMP to the deepest X in the conflict set of X k i ▶ Update the conflict set of X k CONFLICT SET(X ) = k CONFLICT SET(X )∪CONFLICT SET(X )\X k i k FII,UAIC Lecture4 AI2025/2026 43/60",narrative
564,IA_4.pdf_p43,Idea is Maintain a CONFLICT SET for every variable (updated as we,diagram_extracted
565,IA_4.pdf_p44,"Conflict-Directed Backjumping Example: map coloring X is not in the conflict set of X , so back up to the closest variable from 7 3 the conflict set (X ) 6 FII,UAIC Lecture4 AI2025/2026 44/60",narrative
566,IA_4.pdf_p44,Example is map coloring,diagram_extracted
567,IA_4.pdf_p45,"Conflict-Directed Backjumping FII,UAIC Lecture4 AI2025/2026 45/60",narrative
568,IA_4.pdf_p46,"Conflict-Directed Backjumping FII,UAIC Lecture4 AI2025/2026 46/60",narrative
569,IA_4.pdf_p47,"Content Introduction Backtracking search for CSPs Improving search The structure of the constraint graph Local search for CSPs FII,UAIC Lecture4 AI2025/2026 47/60",narrative
570,IA_4.pdf_p48,"Problem structure Tasmania and mainland are independent subproblems, identifiable as connected components of the constraint graph FII,UAIC Lecture4 AI2025/2026 48/60",narrative
571,IA_4.pdf_p49,"Problem structure Suppose each subproblem has c variables, out of n total.",narrative
572,IA_4.pdf_p49,"Worst-case solution cost is n/c ·dc, linear in n. Example: n = 80, d = 2, c = 20 280 = 4 billion years at 10 million nodes/sec vs. 4·220 = 0.4 seconds at 10 million nodes/sec Rare cases.",narrative
573,IA_4.pdf_p49,"FII,UAIC Lecture4 AI2025/2026 49/60",narrative
574,IA_4.pdf_p49,"Example is n = 80, d = 2, c = 20",diagram_extracted
575,IA_4.pdf_p50,"Tree-structured CSPs Theorem: if the constraint graph has no cycles, the CSP can be solved in O(nd2) time.",narrative
576,IA_4.pdf_p50,"(Compare to general CSPs, where worst-case time is O(dn)) FII,UAIC Lecture4 AI2025/2026 50/60",narrative
577,IA_4.pdf_p50,"Theorem is if the constraint graph has no cycles, the CSP can be solved in",diagram_extracted
578,IA_4.pdf_p51,"Algorithm for tree-structured CSPs A CSP problem is directed arc-consistent for an ordering of variables X ,X ,...,X iff each X is arc-consistent with X ,∀j > i.",narrative
579,IA_4.pdf_p51,1 2 n i j Method: 1.,narrative
580,IA_4.pdf_p51,"Choose a variable as root, order variables from root to leaves s.t.",narrative
581,IA_4.pdf_p51,every node’s parent precedes it in the ordering 2.,narrative
582,IA_4.pdf_p51,"For j from n down to 2, apply Make-Arc-Consistent(Parent(X ),X ) j j 3.",narrative
583,IA_4.pdf_p51,"For j from 1 to n, assign X (consistent with Parent(X )) j j FII,UAIC Lecture4 AI2025/2026 51/60",narrative
584,IA_4.pdf_p52,Nearly tree-structured CSPs Cutset conditioning ▶ Choose a subset of variables S s.t.,narrative
585,IA_4.pdf_p52,"the constraint graph is a tree after deleting S (S cutset) ▶ For each possible assignment of variables from S, delete from the domain of other variables values that are inconsistent with the assignment; return the two solutions.",narrative
586,IA_4.pdf_p52,"Runtime: O(dc ·(n−c)d2), c cutset size (very fast for small c) FII,UAIC Lecture4 AI2025/2026 52/60",narrative
587,IA_4.pdf_p52,Runtime is c cutset size (very fast for small c),diagram_extracted
588,IA_4.pdf_p53,"Content Introduction Backtracking search for CSPs Improving search The structure of the constraint graph Local search for CSPs FII,UAIC Lecture4 AI2025/2026 53/60",narrative
589,IA_4.pdf_p54,"Iterative algorithms for CSPs Hill-climbing, simulated annealing typically work with ”complete” states (all variables assigned) To apply to CSPs: allow states with unsatisfied constraints operators assign new values for vars Variable selection: randomly select any conflicted variable Value selection by min-conflicts heuristic: choose the value that violates the fewest constraints min h(s) = total number of violated constraints FII,UAIC Lecture4 AI2025/2026 54/60",narrative
590,IA_4.pdf_p54,Variable selection is randomly select any conflicted variable,diagram_extracted
591,IA_4.pdf_p55,"Min-conflicts FII,UAIC Lecture4 AI2025/2026 55/60",narrative
592,IA_4.pdf_p56,Example: 4-Queens as a CSP Assume one queen in each column.,narrative
593,IA_4.pdf_p56,"Variables: Q , Q , Q , Q 1 2 3 4 Domains: D = {1,2,3,4} i Constraints: Q ̸= Q (cannot be in the same row) i j |Q −Q | ≠ |i −j| (or same diagonal) i j FII,UAIC Lecture4 AI2025/2026 56/60",narrative
594,IA_4.pdf_p56,Example is 4-Queens as a CSP,diagram_extracted
595,IA_4.pdf_p56,"Variables is Q , Q , Q , Q",diagram_extracted
596,IA_4.pdf_p56,"Domains is D = {1,2,3,4}",diagram_extracted
597,IA_4.pdf_p57,"Example: 4-Queens ▶ States: 4 queens in 4 columns (44 = 256 states) ▶ Operators: move queen (in the column) ▶ Goal test: no attacks ▶ Evaluation: h(s) = the number of attacks FII,UAIC Lecture4 AI2025/2026 57/60",narrative
598,IA_4.pdf_p57,Example is 4-Queens,diagram_extracted
599,IA_4.pdf_p57,States is 4 queens in 4 columns (44 = 256 states),diagram_extracted
600,IA_4.pdf_p57,Operators is move queen (in the column),diagram_extracted
601,IA_4.pdf_p57,Goal test is no attacks,diagram_extracted
602,IA_4.pdf_p57,Evaluation is h(s) = the number of attacks,diagram_extracted
603,IA_4.pdf_p58,"Comparison of algorithms The average number of consistency checks needed to solve the problem FII,UAIC Lecture4 AI2025/2026 58/60",narrative
604,IA_4.pdf_p59,Summary ▶ Constraint Satisfaction Problems states: assignments of variables constraints on variables ▶ Backtracking = Depth-first search with one variable assigned per node ▶ Variable ordering and value selection heuristics ▶ Forward checking prevents assignments that guarantee later failure.,narrative
605,IA_4.pdf_p59,Constraint propagation (Arc consistency) does additional work to constrain values and detect inconsistencies.,narrative
606,IA_4.pdf_p59,▶ The constraint graph can be used to analyse the problem structure.,narrative
607,IA_4.pdf_p59,Tree-structured CSPs can be solved in linear time.,narrative
