id,source,original_text,type
167,IA_3.pdf_p6,"Types of heuristics If h(IS) = max, h(FS) = 0, h is a distance.",narrative
168,IA_3.pdf_p6,"Below, h is a distance.",narrative
169,IA_3.pdf_p6,"If h(S) <= shortest_path(S,FS), h is admissible.",narrative
170,IA_3.pdf_p6,An admissible heuristic never overestimates the shortest path in the problem space between a state and the goal.,narrative
171,IA_3.pdf_p6,"If h(A) ≤ h(A,B) + h(B) if B is reachable from A, h is consistent.",narrative
172,IA_3.pdf_p6,Requiring that a node is included in a path (solution) should estimate at least as lengthy paths.,narrative
173,IA_3.pdf_p7,"Lets try finding a heuristic For Hanoi Towers: ● Number of pieces on the goal tower ● If starting tower is 1 and goal is n, sum of all values in a state ● ?",narrative
174,IA_3.pdf_p7,For Sliding Puzzle: ● Number of pieces placed correctly For chess: ● How many pieces I have - how many pieces has the opponent?,narrative
175,IA_3.pdf_p7,● A maximal value - number of moves available to the opponent?,narrative
176,IA_3.pdf_p7,"h should always be relatively easy to compute, good enough is enough",narrative
177,IA_3.pdf_p8,Three way of looking at solutions path in a graph path in a space heuristic function graph h(S) solution,narrative
178,IA_3.pdf_p9,Greedy (best-first) Evaluate all unexplored states accessible from the current state.,narrative
179,IA_3.pdf_p9,Select the unexplored state closer to the goal (best score according to a heuristic).,narrative
180,IA_3.pdf_p10,"Greedy evaluation Best case: gets you to the final state much quicker than DFS, ?",narrative
181,IA_3.pdf_p10,doesn’t guarantee optimal solution.,narrative
182,IA_3.pdf_p10,Worst case: DFS with bad choices.,narrative
183,IA_3.pdf_p10,Best case is gets you to the final,diagram_extracted
184,IA_3.pdf_p10,Worst case is DFS with bad,diagram_extracted
185,IA_3.pdf_p11,h(S) Hillclimbing Select one accessible state which is at least as close to the final state as the current one.,narrative
186,IA_3.pdf_p11,h is not a distance!,narrative
187,IA_3.pdf_p11,"h(IS) = min, h(FS) = max h(NewState) ≥ h(CurrentState) solution",narrative
188,IA_3.pdf_p12,h(S) Hillclimbing evaluation Best case: fastest general ?,narrative
189,IA_3.pdf_p12,Worst case: fails to find a solution (local optimum).,narrative
190,IA_3.pdf_p12,https://www.youtube.com/watch?v=j1H3jAAGlEA&l ist=PLUl4u3cNGP63gFHB6xb-kVBiQHYe_4hSi&in solution dex=4,narrative
191,IA_3.pdf_p12,Best case is fastest general,diagram_extracted
192,IA_3.pdf_p12,Worst case is fails to find a,diagram_extracted
193,IA_3.pdf_p12,https is //www.youtube.com/watch?v=j1H3jAAGlEA&l,diagram_extracted
194,IA_3.pdf_p13,"Hillclimbing Selection Algorithm eligible_neighbors = {}; For each state n reachable from current_state applying one valid transition If h(n)better than h(current_state) add n to eligible_neighbors; Select next_state from eligible_neighbors; Frequently used selections: ● First one found - most common ● Best one (greedy) ● All, in the order they were found, choosing next state available if stuck (hillclimbing-backtracking)",narrative
195,IA_3.pdf_p14,"Simulated annealing Hillclimbing, but allows choosing a state further away from the goal, with an ever decreasing probability the closer you get to the goal state.",narrative
196,IA_3.pdf_p14,No more local optimum.,narrative
197,IA_3.pdf_p14,Slower than hillclimbing.,narrative
198,IA_3.pdf_p14,http is //www.cse.iitm.ac.in/~vplab/courses/optimization/SA_SEL_SLIDES.pdf,diagram_extracted
199,IA_3.pdf_p15,Beam search BFS but only keeps in a sorted list best k visited states.,narrative
200,IA_3.pdf_p15,The list should be re-sorted and extra states removed after every new explored state.,narrative
201,IA_3.pdf_p15,Explores all states in the sorted list until the final state is found - should be first in the list.,narrative
202,IA_3.pdf_p15,Does not guarantee the optimum solution!,narrative
203,IA_3.pdf_p16,"A* and IDA* A* is mostly Dijkstra combined with Greedy, IDA* is informed IDDFS IDDFS explores nodes by distance from initial state d(S) A* explores nodes by d(S) + h(S), where h(S) is the estimated distance to the goal state (h has to be an admissible heuristic and a distance) Always chooses the unexplored state which is closest to both the initial state and the goal state.",narrative
204,IA_3.pdf_p16,https is //www.redblobgames.com/pathfinding/a-star/introduction.html,diagram_extracted
205,IA_3.pdf_p16,https is //adrianstoll.com/post/a-star-pathfinding-algorithm-animation/,diagram_extracted
206,IA_3.pdf_p17,"A* Algorithm Current_state = Initial_state; Best_score = maximum of h; Sorted_queue = {All neighbours of Current_state, with computed h+1 scores, marked as unexplored}; While the score of the first unexplored state S in Sorted_queue is lower than Best_score If S is a final state, Best_score = score of S; Mark S as explored; Add to Sorted_queue all its neighbours with computed h+d score and mark them unexplored; If a duplicate state appears in Sorted_queue, keep only the occurrence with lowest score and transfer explored status; Sort Sorted_queue; The optimal path is recovered from the last state updating Best_score and looking for explored neighbours with lower score up to the initial state.",narrative
207,IA_3.pdf_p18,A* Always finds the optimum A h(A) = 1 solution.,narrative
208,IA_3.pdf_p18,3 h(B) = 4 B,narrative
210,IA_3.pdf_p19,real = 4 5 Don’t stop when you find the goal state!,narrative
211,IA_3.pdf_p19,Keep looking until all 3 states with better scores have h(B) = 4 been explored.,narrative
212,IA_3.pdf_p19,real = 4 B,narrative
213,IA_3.pdf_p21,"Optimizing A* Consistent heuristic: h(A) ≤ h(A,B) + h(B) if B is reachable from A Simplified Memory Bounded A* ● Prunes (removes) states for which the path was more costly than estimated, up to a set number of states (memory bounded) ● Remembers costs of reaching pruned states from each explored state ● If solution is not found, recovers pruned states and explores them",narrative
214,IA_3.pdf_p21,"Consistent heuristic is h(A) ≤ h(A,B) + h(B) if B is reachable from A",diagram_extracted
215,IA_3.pdf_p22,Choose a strategy ● Do you want a solution quickly?,narrative
216,IA_3.pdf_p22,● Do you want the best solution?,narrative
217,IA_3.pdf_p22,● Do you want all solutions?,narrative
218,IA_3.pdf_p22,● How much do you know about the problem?,narrative
219,IA_3.pdf_p22,● Are you sure the state representation is good enough?,narrative
220,IA_3.pdf_p23,Non-deterministic problem space Stochastic: known possibilities and probabilities Non-deterministic: known possibilities Each transition has multiple possible outcomes AND-OR trees,narrative
221,IA_3.pdf_p23,Stochastic is known possibilities,diagram_extracted
222,IA_3.pdf_p23,Non-deterministic is known,diagram_extracted
223,IA_3.pdf_p24,"Partially observable problem space: you know what could happen after a transition, you don’t know what will happen after a transition.",narrative
224,IA_3.pdf_p24,Partially observable problem space is you know what could happen,diagram_extracted
225,IA_3.pdf_p25,Unknowable problem space: you don’t know what could happen after a transition,narrative
226,IA_3.pdf_p25,Unknowable problem space is you don’t know what could happen,diagram_extracted
227,IA_3.pdf_p26,Next week: Constraint satisfaction problems (Variable based models),narrative
228,IA_3.pdf_p26,Next week is Constraint satisfaction problems (Variable based models),diagram_extracted
229,IA_3.pdf_p27,Week 5: Games ?,narrative
230,IA_3.pdf_p27,Interactive decision problems (games): ● Solution is not built exclusively by your strategy ● Not all final states are the same Hardest solvable problems in AI.,narrative
231,IA_3.pdf_p27,NLP problems hardest potentially solvable.,narrative
232,IA_3.pdf_p27,Week 5 is Games,diagram_extracted
233,IA_9.pdf_p1,"Artificial Intelligence 3rd year, 1st semester Knowledge representation and inference systems “We are drowning in information but starved for knowledge.”― John Naisbitt",narrative
234,IA_9.pdf_p2,How did you learn that a cat has whiskers?,narrative
235,IA_9.pdf_p2,Does it matter?,narrative
236,IA_9.pdf_p3,What is knowledge?,narrative
237,IA_9.pdf_p3,Intelligence applied to information produces knowledge.,narrative
238,IA_9.pdf_p3,Knowledge supplements intelligence.,narrative
239,IA_9.pdf_p3,"Intelligence is asking the right question, knowledge is having the right answer.",narrative
240,IA_9.pdf_p4,Is knowledge useful to a computer?,narrative
241,IA_9.pdf_p4,Knowledge can supplement a slow or insufficient intelligence.,narrative
242,IA_9.pdf_p4,Example: chatbot templates and the Turing test.,narrative
243,IA_9.pdf_p4,"Knowledge is a product, not a process (like intelligence), so it can be provided ready-made to the computer.",narrative
244,IA_9.pdf_p4,"Knowledge is built on facts, heuristics and intuition and can change.",narrative
245,IA_9.pdf_p4,Let’s look at unambiguous and easily parse-able representations.,narrative
246,IA_9.pdf_p4,Example is chatbot templates and the Turing test.,diagram_extracted
247,IA_9.pdf_p5,"Linnaeus, C. (1753).",narrative
248,IA_9.pdf_p5,Stockholm: Laurentii Salvii.,narrative
249,IA_9.pdf_p6,Taxonomy Greek: taxis (arrangement) nomia (method) A taxonomy is language independent (as is all knowledge).,narrative
250,IA_9.pdf_p6,Nodes are concepts.,narrative
251,IA_9.pdf_p6,No ambiguity due to careful lexicalisations and domain focus.,narrative
252,IA_9.pdf_p6,Relations are semantic.,narrative
253,IA_9.pdf_p6,Only one type of relation: “is-a”,narrative
254,IA_9.pdf_p6,Greek is taxis (arrangement) nomia (method),diagram_extracted
255,IA_9.pdf_p6,Only one type of relation is “is-a”,diagram_extracted
256,IA_9.pdf_p7,"X IS-A Y: X is a specific type of Y, with additional properties ● Symmetry: if a bear IS-A mammal, a mammal IS-A bear?",narrative
257,IA_9.pdf_p7,● Reflexivity: bear IS-A bear?,narrative
258,IA_9.pdf_p7,"● Transitivity: if a black bear IS-A bear and a bear IS-A mammal, a black bear IS-A mammal?",narrative
259,IA_9.pdf_p7,● Connectivity: cat IS-A bear or bear IS-A cat?,narrative
260,IA_9.pdf_p7,"“is-a” is asymmetric, irreflexive, transitive and not connected, thus is a strict order relation over the set of concepts (no cycles in a taxonomy).",narrative
261,IA_9.pdf_p7,"X IS-A Y is X is a specific type of Y, with additional properties",diagram_extracted
262,IA_9.pdf_p7,"● Symmetry is if a bear IS-A mammal, a mammal IS-A bear?",diagram_extracted
263,IA_9.pdf_p7,● Reflexivity is bear IS-A bear?,diagram_extracted
264,IA_9.pdf_p7,"● Transitivity is if a black bear IS-A bear and a bear IS-A mammal, a",diagram_extracted
265,IA_9.pdf_p7,● Connectivity is cat IS-A bear or bear IS-A cat?,diagram_extracted
266,IA_9.pdf_p8,Are taxonomies enough?,narrative
267,IA_9.pdf_p8,Can you represent all your computer science knowledge in a taxonomy?,narrative
268,IA_9.pdf_p8,Is IS-A enough?,narrative
269,IA_9.pdf_p8,How adaptable is a taxonomy to new knowledge?,narrative
270,IA_9.pdf_p9,Semantic networks Directed graphs with concepts as nodes and semantic relations labeling edges.,narrative
271,IA_9.pdf_p9,"Can also be represented as a list of predicates: has (Cat, Fur), lives in (Fish, Water)",narrative
272,IA_9.pdf_p10,Semantic frames “to drive” frame Agent John John drives a car.,narrative
273,IA_9.pdf_p10,Object a car Identified by an action (event) OR Starting point ?,narrative
274,IA_9.pdf_p10,a type reference: Fluffy the cat Ending point ?,narrative
275,IA_9.pdf_p10,“Cat” frame Beneficiary ?,narrative
276,IA_9.pdf_p10,Name Fluffy Modal ?,narrative
277,IA_9.pdf_p10,a type reference is Fluffy the cat Ending point ?,diagram_extracted
278,IA_9.pdf_p11,"Conceptual network Events and referential networks cat mouse Referential network: part of a semantic network in which nodes identify actual objects, not eating agent object concepts.",narrative
279,IA_9.pdf_p11,Event: defined as a set of relations with is_a is_a referential network connections.,narrative
280,IA_9.pdf_p11,Frames ca be references and marked in a semantic network.,narrative
281,IA_9.pdf_p11,"Fluffy Squeeky Eating: Referential network ⋀ agent(is_a(Fluffy, cat)) object(is_a(Squeeky, mouse))",narrative
282,IA_9.pdf_p11,Referential network is part of a semantic network,diagram_extracted
283,IA_9.pdf_p11,Event is defined as a set of relations with,diagram_extracted
284,IA_9.pdf_p12,Reasoning on semantic networks(I) Relations are inherited.,narrative
285,IA_9.pdf_p12,"IS-A(cat, mammal) AND IS-A(mammal, animal) => IS-A(cat, animal) Answering queries.",narrative
286,IA_9.pdf_p12,⋀ Eating: agent (Fluffy) object (?x),narrative
287,IA_9.pdf_p12,Eating is agent (Fluffy) object (?x),diagram_extracted
288,IA_9.pdf_p13,Conceptual network Reasoning on semantic networks(II) cat mouse Daemons: procedures used to eating agent object automatically maintain and enhance a semantic network.,narrative
289,IA_9.pdf_p13,"is_a is_a medium If (IS-A(Fluffy, Fluffy size Squeeky ⋀ animal)) ⋀ Referential network (length(Fluffy, ?x)) ?x ∊ [50,100] => size(Fluffy, medium)",narrative
290,IA_9.pdf_p13,Daemons is procedures used to,diagram_extracted
291,IA_9.pdf_p14,"Synsets = lists of synonymic senses of different words (over 120.000) S: (n) student, pupil, educatee (a learner who is enrolled in an educational institution) Relations?",narrative
292,IA_9.pdf_p14,"6 types of semantic relations: ● Antonymy: opposite meaning of good - bad ● Hyponymy: IS-A (is a specific kind of…) student - person ● Meronymy: part of (is structurally included in…) head - student ● Troponymy: identifies a manner of… whisper - speak ● Entailment: identifies requirements divorce - marriage ● Derivation: related to, produced by product - factory",narrative
293,IA_9.pdf_p14,● Antonymy is opposite meaning of good - bad,diagram_extracted
294,IA_9.pdf_p14,● Hyponymy is IS-A (is a specific kind of…) student - person,diagram_extracted
295,IA_9.pdf_p14,● Meronymy is part of (is structurally included in…) head - student,diagram_extracted
296,IA_9.pdf_p14,● Troponymy is identifies a manner of… whisper - speak,diagram_extracted
297,IA_9.pdf_p14,● Entailment is identifies requirements divorce - marriage,diagram_extracted
298,IA_9.pdf_p14,"● Derivation is related to, produced by product - factory",diagram_extracted
299,IA_9.pdf_p15,"Ontology Definitions (courtesy of Merriam-Webster): 1: a branch of metaphysics concerned with the nature and relations of being 2: a particular theory about the nature of being or the kinds of things that have existence Unambiguous representation of knowledge, more expressive than a taxonomy.",narrative
300,IA_9.pdf_p16,"Semantic triplet (Semantic) Relation Concept Concept A B Relation(Concept A, Concept B) We can represent any knowledge using semantic triplets.",narrative
301,IA_9.pdf_p16,Try with any knowledge you possess.,narrative
302,IA_9.pdf_p16,We can build complex structures (ontologies) using these triplets.,narrative
303,IA_9.pdf_p16,"The complexity is given by the size, local complexity is reduced.",narrative
304,IA_9.pdf_p16,You rarely need to explore the entire ontology.,narrative
305,IA_9.pdf_p16,We can extract complex knowledge from triplets/ontologies.,narrative
306,IA_9.pdf_p16,What is the Relation between A and B?,narrative
307,IA_9.pdf_p16,With whom is A/B in Relation?,narrative
308,IA_9.pdf_p16,Between who does Relation exists?,narrative
309,IA_9.pdf_p17,"Ontology: attempt of a formal definition A hypergraph O(C, R) and a set I where: ● C is a set of concepts c, where c is defined as a tuple (i, d, l, r, p, r), where: ○ i is an unique identifier; ○ d is a list of definitions; ○ l is a list of lexicalisations; ○ r is a list of references to other related sources; ○ p is a list of property identifiers (relations with one member); ○ r is a list of relation identifiers with c as a member.",narrative
310,IA_9.pdf_p17,Ontology is attempt of a formal definition,diagram_extracted
311,IA_9.pdf_p18,"Ontology: attempt of a formal definition ● R is a set of semantic relations r, each defined as a triple (i, m, b), where: ○ i is an unique identifier; ○ m is the number of members of that relation; ○ b indicates whether the relation is bidirectional.",narrative
312,IA_9.pdf_p18,● I is a set of inferences (rules) over the ontology performing changes to it.,narrative
313,IA_9.pdf_p18,Instance: concept to which no other concept can be linked by IS-A.,narrative
315,IA_9.pdf_p18,Instance is concept to which no other concept can be linked by IS-A.,diagram_extracted
316,IA_9.pdf_p19,Ontology viewers and editors Most common format: RDF ● PuffinSemantics ● GraphDB ● WebVOWL ● Protégé ● Fluent Editor Knowledge Graphs are instanced ontologies and are very common.,narrative
317,IA_9.pdf_p19,Most common format is RDF,diagram_extracted
318,IA_9.pdf_p20,Ontologies: unlimited expressiveness ● Anything can be included as a concept/instance ● Concepts/instances can have any properties ● Any semantic relation can be included ● Consistent relations/properties are not mandatory (but highly recommended) ● Built for continuous maintenance and development - use inferences!,narrative
319,IA_9.pdf_p20,Ontologies is unlimited expressiveness,diagram_extracted
320,IA_9.pdf_p21,The Semantic Web Classic web Semantic web,narrative
321,IA_9.pdf_p22,Semantic web: current state Describe linked data?,narrative
322,IA_9.pdf_p22,JSON-LD Open Graph Detailed domain ontologies?,narrative
323,IA_9.pdf_p22,Dbpedia.org Schema.org Semantic web browser?,narrative
324,IA_9.pdf_p22,"LodView Magpie OK, so what’s the problem?",narrative
325,IA_9.pdf_p22,THIS but also this,narrative
326,IA_9.pdf_p22,Semantic web is current state,diagram_extracted
327,IA_9.pdf_p23,Upper Merged Ontologies SUMO (appoximately 25000 terms linked) Dolce Yago,narrative
328,IA_9.pdf_p24,Potential difficulties in knowledge representation ● Semantic parasitism: externally inferred semantics Metaphors: is “semantic parasitism” something positive or negative in an ontology?,narrative
329,IA_9.pdf_p24,● Semantic subjectivity: different semantics for different contexts,narrative
330,IA_9.pdf_p24,● Semantic parasitism is externally inferred semantics,diagram_extracted
331,IA_9.pdf_p24,Metaphors is is “semantic parasitism” something positive or,diagram_extracted
332,IA_9.pdf_p24,● Semantic subjectivity is different semantics for different contexts,diagram_extracted
333,IA_9.pdf_p25,"Watson’s first experiment Considering the following series of numbers which was built observing a rule, propose a similar series observing the same rule and one disobeying the same rule.",narrative
334,IA_9.pdf_p25,2 - 4 - 6 More info,narrative
335,IA_9.pdf_p26,Watson’s selection task The four cards have a letter on one side and a number on the other side.,narrative
336,IA_9.pdf_p26,Which cards do you need to turn in order to check if the cards obey the rule: All odd numbers have vowels on the other side?,narrative
337,IA_9.pdf_p26,need to turn in order to check if the cards obey the rule is All odd numbers have vowels on the,diagram_extracted
338,IA_9.pdf_p27,Alternative to logical cognitive systems Lewis–Stalnaker possible-worlds semantics: 1.,narrative
339,IA_9.pdf_p27,Possible worlds exist (not actually in the real world).,narrative
340,IA_9.pdf_p27,Other worlds are the same as the real world (same complexity and capabilities).,narrative
341,IA_9.pdf_p27,We know of the actual world we inhabit.,narrative
342,IA_9.pdf_p27,Actual is an index for the world it is uttered.,narrative
343,IA_9.pdf_p27,Possible worlds cannot be reduced to something more basic.,narrative
344,IA_9.pdf_p27,Alternative: Probabilistic reasoning,narrative
345,IA_9.pdf_p27,Alternative is Probabilistic reasoning,diagram_extracted
346,IA_9.pdf_p28,Open book vs Closed book exam Tests memory Tests intelligence in applying knowledge The goal should never be the accumulation Test analytical ability (looking for of knowledge.,narrative
347,IA_9.pdf_p28,"The right answer means knowledge, recognizing relevant knowledge) nothing without the right question (42).",narrative
348,IA_4.pdf_p1,"Probleme de satisfacere a restrictiilor , IA 2025/2026",narrative
349,IA_4.pdf_p2,"Con¸tinut Introducere Algoritmi de c˘autare ˆImbun˘at˘atirea algoritmului de c˘autare , Structura grafului de restrictii , C˘autare local˘a FII,UAIC Curs4 IA2025/2026 2/60",narrative
350,IA_4.pdf_p3,"Probleme de satisfacere a constrˆangerilor (CSP) ▶ Sunt definite prin: variabilele X cu valori din domeniul D si o i i , multime de constrˆangeri care specific˘a combinatiile permise de valori , , pentru submultimi de variabile.",narrative
351,IA_4.pdf_p3,", ▶ O asignare este consistent˘a dac˘a nu suntˆınc˘alcate constrˆangeri.",narrative
352,IA_4.pdf_p3,O asignare este complet˘a dac˘a include toate variabilele.,narrative
353,IA_4.pdf_p3,Solutie: o asignare complet˘a de valori variabilelor a.ˆı.,narrative
354,IA_4.pdf_p3,"toate , constrˆangerile sunt satisf˘acute.",narrative
355,IA_4.pdf_p3,"▶ NP-hard ▶ algoritmi cu scop-general, mai puternici decˆat algoritmii de c˘autare standard ▶ MaxCSP: maximizeaz˘a num˘arul de constrˆangeri satisf˘acute FII,UAIC Curs4 IA2025/2026 3/60",narrative
356,IA_4.pdf_p3,Sunt definite prin is variabilele X cu valori din domeniul D si o,diagram_extracted
357,IA_4.pdf_p3,Solutie is o asignare complet˘a de valori variabilelor a.ˆı. toate,diagram_extracted
358,IA_4.pdf_p3,MaxCSP is maximizeaz˘a num˘arul de constrˆangeri satisf˘acute,diagram_extracted
359,IA_4.pdf_p4,"Exemplu: Colorarea unei h˘arti , Variabile: WA, NT, Q, NSW, V, SA, T Domenii: D = {red,green,blue} i Constrˆangeri: regiunile adiacente trebuie s˘a aib˘a culori diferite WA ̸= NT (dac˘a limbajul permite), sau (WA,NT) ∈ {(red,green),(red,blue),(green,red),(green,blue),...} FII,UAIC Curs4 IA2025/2026 4/60",narrative
360,IA_4.pdf_p4,Exemplu is Colorarea unei h˘arti,diagram_extracted
361,IA_4.pdf_p4,"Variabile is WA, NT, Q, NSW, V, SA, T",diagram_extracted
362,IA_4.pdf_p4,"Domenii is D = {red,green,blue}",diagram_extracted
363,IA_4.pdf_p4,Constrˆangeri is regiunile adiacente trebuie s˘a aib˘a culori diferite,diagram_extracted
364,IA_4.pdf_p5,"Exemplu: Colorarea unei h˘arti , Solutiile sunt asign˘ari care satisfac toate restrictiile.",narrative
365,IA_4.pdf_p5,", , {WA = red,NT = green,Q = red,NSW = green,V = red,SA = blue,T = green} FII,UAIC Curs4 IA2025/2026 5/60",narrative
367,IA_4.pdf_p6,"Exemplu: N-Regine Formularea 1: Variabile: X ij Domenii: {0,1} (cid:80) Constrˆangeri X = N i,j ij ∀i,j,k (X ,X ) ∈ {(0,0),(0,1),(1,0)} ij ik ∀i,j,k (X ,X ) ∈ {(0,0),(0,1),(1,0)} ij kj ∀i,j,k (X ,X ) ∈ {(0,0),(0,1),(1,0)} ij i+k,j+k ∀i,j,k (X ,X ) ∈ {(0,0),(0,1),(1,0)} ij i+k,j−k FII,UAIC Curs4 IA2025/2026 6/60",narrative
368,IA_4.pdf_p6,Exemplu is N-Regine,diagram_extracted
369,IA_4.pdf_p6,"Domenii is {0,1}",diagram_extracted
370,IA_4.pdf_p6,(cid is 80),diagram_extracted
371,IA_4.pdf_p7,"Exemplu: N-Regine Formularea 2: Variabile: Q k Domenii: {1,2,3,...,N} Constrˆangeri Exprimate implicit: ∀i,j non−threatening(Q ,Q ) i j Exprimate explicit: (Q ,Q ) ∈ {(1,3),(1,4),...}... 1 2 FII,UAIC Curs4 IA2025/2026 7/60",narrative
373,IA_4.pdf_p7,"Domenii is {1,2,3,...,N}",diagram_extracted
374,IA_4.pdf_p7,"Exprimate implicit is ∀i,j non−threatening(Q ,Q )",diagram_extracted
375,IA_4.pdf_p7,"Exprimate explicit is (Q ,Q ) ∈ {(1,3),(1,4),...}...",diagram_extracted
376,IA_4.pdf_p8,"Exemplu: Sudoku Variabile: x ∈ {1,...,9} =: N (valorile din celulele corespunz˘atoare) ij Restrictii de inegalitate (perechi): toate valorile de pe o linie, coloan˘a, , regiune sunt diferite x ̸= x ∀k ̸= i,j ∈ N,(linie) ij ik x ̸= x ∀k ̸= i,j ∈ N,(coloana) ij kj x ̸= x ∀(i ,j ) ̸= (i ,j ) ∈ C ,∀i,j ∈ N′ = {1,2,3},(regiune) i1j1 i2j2 1 1 2 2 ij x ∈ N ∀i,j ∈ N ij C = {(3(i −1)+i′,3(j −1)+j′)|(i′,j′) ∈ N′xN′} ij Se poate utiliza restrictia global˘a alldifferent pentru o formulare mai , puternic˘a: alldifferent(x |j ∈ N) ∀i ∈ N,(linie) ij alldifferent(x |i ∈ N) ∀j ∈ N,(coloana) ij alldifferent(C ) ∀i,j ∈ N′,(regiune) ij x ∈ N ∀i,j ∈ N i,j FII,UAIC Curs4 IA2025/2026 8/60",narrative
377,IA_4.pdf_p8,Exemplu is Sudoku,diagram_extracted
378,IA_4.pdf_p8,"Variabile is x ∈ {1,...,9} =: N (valorile din celulele corespunz˘atoare)",diagram_extracted
379,IA_4.pdf_p8,"Restrictii de inegalitate (perechi) is toate valorile de pe o linie, coloan˘a,",diagram_extracted
380,IA_4.pdf_p9,"Exemplu: Cryptarithmetic puzzle Variabile: F T U W R O X X X 1 2 3 Domenii: {0,1,2,3,4,5,6,7,8,9} Constrˆangeri: alldiff(F,T,U,W,R,O) O +O = R +10·X , etc.",narrative
381,IA_4.pdf_p9,"1 Solution: F = 1,O = 4,R = 8,T = 7,W = 3,U = 6 (734+734=1468) FII,UAIC Curs4 IA2025/2026 9/60",narrative
382,IA_4.pdf_p9,Exemplu is Cryptarithmetic puzzle,diagram_extracted
383,IA_4.pdf_p9,Variabile is F T U W R O X X X,diagram_extracted
384,IA_4.pdf_p9,"Domenii is {0,1,2,3,4,5,6,7,8,9}",diagram_extracted
385,IA_4.pdf_p9,"Solution is F = 1,O = 4,R = 8,T = 7,W = 3,U = 6 (734+734=1468)",diagram_extracted
386,IA_4.pdf_p10,"Exemplu: Job-shop scheduling Asamblarea unei masini , ▶ Sarcini: instaleaz˘a axele (fat˘a, spate), fixeaz˘a rotile, strˆange piulitele , , , (pentru fiecare roat˘a), fixeaz˘a capacele rotilor, inspecteaz˘a ansamblul , final.",narrative
387,IA_4.pdf_p10,"Modelare: variabila: sarcin˘a, valoare: timpul la careˆıncepe (minute).",narrative
388,IA_4.pdf_p10,"X = {Axle ,Axle ,Wheel ,Wheel ,Wheel ,Wheel , F B RF LF RB LB Nuts ,Nuts ,Nuts ,Nuts ,Cap ,Cap ,Cap ,Cap ,Inspect} RF LF RB LB RF LF RB LB ▶ Constrˆangeri: ▶ o sarcin˘a trebuie s˘aˆınceap˘aˆınaintea alteia (o roat˘a trebuie instalat˘a ˆınaintea capacului) T +d ≤T (T trebuie s˘aˆınceap˘aˆınaintea lui T ) 1 1 2 1 2 ▶ o sarcin˘a necesit˘a o perioad˘a de timp pentru a fi finalizat˘a FII,UAIC Curs4 IA2025/2026 10/60",narrative
389,IA_4.pdf_p10,Exemplu is Job-shop scheduling,diagram_extracted
390,IA_4.pdf_p10,"Sarcini is instaleaz˘a axele (fat˘a, spate), fixeaz˘a rotile, strˆange piulitele",diagram_extracted
391,IA_4.pdf_p10,"Modelare is variabila: sarcin˘a, valoare: timpul la careˆıncepe (minute).",diagram_extracted
392,IA_4.pdf_p11,Exemplu: Job-shop scheduling Asamblarea unei masini.,narrative
393,IA_4.pdf_p11,"Constrˆangeri: , ▶ Axele trebuie instalateˆınaintea rotilor , Axle +10 ≤ Wheel F RF ▶ Dup˘a fixarea rotilor, strˆange piulitele si apoi ataseaz˘a capacele , , , , Wheel +1 ≤ Nuts ; Nuts +2 ≤ Cap RF RF RF RF ▶ Pentru a aseza axele, se utilizeaz˘a un instrument (Axle , Axle nu se , F B suprapun) (Axle +10 ≤ Axle ) or (Axle +10 ≤ Axle ) F B B F ▶ Inspectia este la sfˆarsit si dureaz˘a 3 minute , , , X +d ≤ Inspect X ▶ Ansamblul trebuie terminatˆın 30 de minute D = {1,2,3,...,27} FII,UAIC Curs4 IA2025/2026 11/60",narrative
395,IA_4.pdf_p12,"Exemplu: planificarea orarului Planificarea orarului profesorilor si a elevilor , ▶ Profesori, materii, clase, s˘ali, intervale orare Un profesor pred˘a anumite materii O materie este tinut˘a la anumite clase , ▶ Constrˆangeri: ▶ dou˘a cursuri pentru aceeasi clas˘a nu pot fi programateˆın acelasi timp , , ▶ un profesor prefer˘a anumite intervale orare, etc.",narrative
396,IA_4.pdf_p12,"FII,UAIC Curs4 IA2025/2026 12/60",narrative
397,IA_4.pdf_p12,Exemplu is planificarea orarului,diagram_extracted
398,IA_4.pdf_p13,"Exemplu: planificarea orarului t ∈ T timp, r ∈ R s˘ali, c ∈ C cursuri, s ∈ S studenti, (c ,c ) ∈ SA: c , c , i j i j nu se pot suprapune (acelasi profesor), z cursurile alocate grupei s , s ▶ Variabile: x = t cursul c este programat la t c y = r cursul c are locˆın r c ▶ Constrˆangeri: ▶ x =t, for c ∈C, ... c ▶ dou˘a cursuri nu se pot desf˘asuraˆın acelasi timp (acelasi profesor) , , , If x =t and (c ,c )∈SA then x ̸=t if overlap(t ,t ) c1 1 1 2 c2 2 1 2 ▶ dou˘a cursuri alocate aceleiasi grupe de studenti nu se pot desf˘asuraˆın , , , acelasi timp , If z =c and z =c and x =t then x ̸=t if overlap(t ,t ) s 1 s 2 c1 1 c2 2 1 2 ▶ dou˘a cursuri nu pot fi programateˆın acelasi timpˆın aceeasi sal˘a , , If (x =t )(x =t )(y =r ) then y ̸=r if overlap(t ,t ) c1 1 c2 2 c1 1 c2 1 1 2 FII,UAIC Curs4 IA2025/2026 13/60",narrative
400,IA_4.pdf_p13,"t ∈ T timp, r ∈ R s˘ali, c ∈ C cursuri, s ∈ S studenti, (c ,c ) ∈ SA is c , c",diagram_extracted
